degree distribution (probability density function of the degree in logarithmic bins) 
12	0.29158
13	0.235496
14	0.182628
15	0.150059
16	0.124592
17	0.107235
18	0.089373
19	0.076934
20	0.0653919

degree distribution (degree-occurrences) 
12	0.18338
13	0.15587
14	0.13388
15	0.11577
16	0.10116
17	0.09163
18	0.08037
19	0.07281
20	0.06513


--------------------------------------
community distribution (size-occurrences)
100	0.0172414
101	0.0143678
102	0.0143678
103	0.00574713
104	0.0172414
105	0.0172414
106	0.00862069
107	0.0186782
108	0.00718391
109	0.0143678
110	0.0114943
111	0.0172414
112	0.0114943
113	0.0114943
114	0.0143678
115	0.00718391
116	0.012931
117	0.00718391
118	0.00862069
119	0.0186782
120	0.0114943
121	0.0158046
122	0.00574713
123	0.0100575
124	0.0215517
125	0.012931
126	0.0100575
127	0.00574713
128	0.0100575
129	0.0114943
130	0.0172414
131	0.00718391
132	0.0143678
133	0.0158046
134	0.0114943
135	0.012931
136	0.00718391
137	0.0158046
138	0.00431034
139	0.00718391
140	0.00718391
141	0.00862069
142	0.012931
143	0.012931
144	0.00862069
145	0.0114943
146	0.00431034
147	0.0143678
148	0.0114943
149	0.0143678
150	0.0114943
151	0.0215517
152	0.012931
153	0.0100575
154	0.0143678
155	0.00431034
156	0.0172414
157	0.00862069
158	0.00431034
159	0.0100575
160	0.00431034
161	0.00287356
163	0.00431034
164	0.00862069
165	0.00574713
166	0.0114943
167	0.00862069
168	0.00862069
169	0.00574713
170	0.012931
171	0.00718391
172	0.00431034
173	0.00431034
174	0.00862069
175	0.00718391
176	0.00862069
177	0.0100575
178	0.00574713
179	0.00431034
180	0.00718391
181	0.0100575
182	0.00862069
183	0.00574713
184	0.00862069
185	0.0114943
186	0.0143678
187	0.00431034
188	0.00862069
189	0.00287356
190	0.0100575
191	0.00862069
192	0.0100575
193	0.0100575
194	0.00431034
195	0.00574713
196	0.00718391
198	0.00718391
199	0.00862069
200	0.00718391


--------------------------------------
mixing parameter
0.461538	7e-005
0.5	0.00051
0.530635	0.00042
0.538462	0.03113
0.555508	0.01639
0.568347	0.12114
0.583982	0.2636
0.6	0.18021
0.613933	0.18844
0.627187	0.08864
0.643904	0.07239
0.65	0.0001
0.666667	0.03633
0.689319	0.00048
0.705882	2e-005
0.714286	4e-005
0.75	9e-005

--------------------------------------
