1	1721 
2	1062 
3	1609 
4	2026 
5	436 
6	14 
7	1031 
8	123 
9	486 
10	1572 
11	259 
12	164 
13	508 
14	184 
15	630 
16	332 
17	1125 
18	1951 
19	795 
20	1877 
21	1169 
22	1473 
23	511 
24	345 
25	354 
26	1053 
27	1007 
28	403 
29	812 
30	1873 
31	1065 
32	250 
33	134 
34	798 
35	1393 
36	1263 
37	982 
38	195 
39	1289 
40	567 
41	1966 
42	831 
43	1545 
44	1679 
45	1830 
46	256 
47	534 
48	1061 
49	513 
50	1531 
51	1380 
52	891 
53	264 
54	937 
55	214 
56	732 
57	1496 
58	1344 
59	526 
60	1119 
61	1167 
62	1960 
63	425 
64	1573 
65	12 
66	1019 
67	324 
68	1960 
69	844 
70	1228 
71	118 
72	993 
73	900 
74	71 
75	232 
76	473 
77	155 
78	1020 
79	708 
80	1197 
81	1138 
82	168 
83	588 
84	5 
85	1286 
86	55 
87	954 
88	923 
89	1292 
90	1295 
91	684 
92	649 
93	395 
94	171 
95	149 
96	1226 
97	1807 
98	1922 
99	585 
100	1050 
101	226 
102	1906 
103	1208 
104	2010 
105	1944 
106	1372 
107	879 
108	1754 
109	606 
110	1919 
111	1343 
112	644 
113	1165 
114	292 
115	472 
116	143 
117	1341 
118	710 
119	1358 
120	1889 
121	1623 
122	715 
123	1108 
124	1345 
125	798 
126	71 
127	126 
128	1238 
129	1022 
130	1008 
131	1194 
132	739 
133	77 
134	479 
135	1856 
136	1133 
137	802 
138	1194 
139	320 
140	420 
141	1194 
142	266 
143	1601 
144	222 
145	1354 
146	127 
147	1470 
148	560 
149	1149 
150	1830 
151	163 
152	164 
153	704 
154	1571 
155	630 
156	1549 
157	1565 
158	1850 
159	1270 
160	117 
161	1258 
162	356 
163	1583 
164	768 
165	436 
166	1377 
167	1246 
168	776 
169	1612 
170	1595 
171	1673 
172	962 
173	895 
174	1797 
175	1400 
176	1509 
177	393 
178	472 
179	382 
180	1269 
181	1548 
182	1166 
183	755 
184	862 
185	139 
186	517 
187	1401 
188	1486 
189	9 
190	927 
191	408 
192	998 
193	1709 
194	295 
195	393 
196	1384 
197	1410 
198	1962 
199	1049 
200	1693 
201	1162 
202	783 
203	664 
204	1816 
205	1219 
206	1376 
207	1553 
208	855 
209	820 
210	1511 
211	238 
212	551 
213	1329 
214	1417 
215	1045 
216	773 
217	1595 
218	1864 
219	782 
220	1902 
221	130 
222	1816 
223	1396 
224	1668 
225	1646 
226	10 
227	1097 
228	473 
229	435 
230	1360 
231	501 
232	1715 
233	508 
234	1273 
235	1799 
236	1559 
237	1652 
238	1070 
239	15 
240	506 
241	129 
242	842 
243	1439 
244	66 
245	1918 
246	355 
247	764 
248	1152 
249	1100 
250	1637 
251	743 
252	1244 
253	773 
254	1071 
255	33 
256	1054 
257	1873 
258	927 
259	1606 
260	1059 
261	61 
262	1798 
263	1872 
264	1339 
265	649 
266	1770 
267	719 
268	947 
269	1965 
270	1058 
271	1579 
272	892 
273	1108 
274	792 
275	860 
276	741 
277	853 
278	1816 
279	1368 
280	1646 
281	64 
282	501 
283	616 
284	171 
285	1203 
286	1003 
287	244 
288	813 
289	20 
290	125 
291	1292 
292	531 
293	1005 
294	839 
295	632 
296	299 
297	306 
298	1985 
299	1475 
300	1739 
301	1646 
302	123 
303	878 
304	697 
305	832 
306	1920 
307	140 
308	1517 
309	1940 
310	1246 
311	928 
312	1567 
313	930 
314	1994 
315	231 
316	721 
317	1903 
318	837 
319	729 
320	1519 
321	927 
322	1203 
323	329 
324	999 
325	1782 
326	1803 
327	919 
328	1319 
329	1807 
330	1914 
331	933 
332	663 
333	515 
334	793 
335	1842 
336	1803 
337	388 
338	710 
339	1374 
340	1755 
341	598 
342	1381 
343	1415 
344	1195 
345	1792 
346	624 
347	1974 
348	1877 
349	961 
350	1941 
351	451 
352	33 
353	1132 
354	1080 
355	1612 
356	1564 
357	1602 
358	1853 
359	59 
360	1764 
361	1133 
362	285 
363	1622 
364	641 
365	80 
366	550 
367	206 
368	669 
369	666 
370	1079 
371	1911 
372	750 
373	666 
374	470 
375	531 
376	1622 
377	1054 
378	1240 
379	1068 
380	350 
381	817 
382	1533 
383	1549 
384	1990 
385	1745 
386	480 
387	386 
388	318 
389	1235 
390	1719 
391	1427 
392	646 
393	1531 
394	846 
