1	3284
1	11763
1	20999
1	37710
1	37957
1	41048
1	44036
1	47620
1	49123
1	54326
1	68805
1	73026
2	30126
2	45826
2	53211
2	53371
2	65499
2	72678
2	79406
2	79550
2	80922
2	90271
2	91061
2	97591
3	4789
3	6569
3	22234
3	41921
3	64165
3	67944
3	71620
3	84386
3	86506
3	93333
3	98088
3	99284
4	1913
4	37944
4	55258
4	55602
4	62588
4	77518
4	78728
4	80373
4	81356
4	82184
4	92105
4	96887
5	12794
5	17695
5	19966
5	32184
5	34399
5	61204
5	66316
5	77362
5	83759
5	84156
5	85285
5	99992
6	7823
6	18131
6	20507
6	34148
6	41571
6	43967
6	48114
6	54446
6	86560
6	90778
6	91276
6	91656
7	3957
7	7863
7	36979
7	44464
7	46050
7	60430
7	71644
7	72150
7	84974
7	85916
7	94225
7	98173
8	9120
8	17641
8	31157
8	38263
8	61239
8	77001
8	79797
8	81024
8	85890
8	86605
8	92095
8	97422
9	2857
9	8080
9	22857
9	25348
9	45855
9	46848
9	50787
9	74984
9	82879
9	83942
9	90550
9	91523
10	813
10	5277
10	10434
10	19037
10	45196
10	50526
10	73607
10	75572
10	78981
10	87199
10	89543
10	91476
11	6658
11	11438
11	12927
11	27665
11	28001
11	29792
11	38488
11	51674
11	53622
11	56397
11	78638
11	88791
12	3779
12	27313
12	41687
12	43820
12	55456
12	56797
12	66288
12	69642
12	84440
12	91044
12	98312
12	99023
13	719
13	17577
13	18858
13	37678
13	43980
13	55414
13	59694
13	61681
13	64802
13	77007
13	80001
13	90652
14	11947
14	15101
14	43759
14	48825
14	50828
14	50842
14	52006
14	54302
14	64282
14	79455
14	89707
14	99222
15	7021
15	21415
15	46887
15	51891
15	58581
15	64151
15	71373
15	75299
15	79853
15	81724
15	84144
15	87021
16	2208
16	3372
16	11921
16	17441
16	20203
16	26853
16	56623
16	72005
16	84192
16	90718
16	95035
16	98851
17	4103
17	17967
17	21825
17	22873
17	26366
17	31011
17	36743
17	48506
17	59162
17	64873
17	72756
17	88778
18	27896
18	44160
18	53311
18	55348
18	59576
18	64353
18	66983
18	73120
18	74451
18	80931
18	87944
18	91053
19	4045
19	26596
19	30460
19	40005
19	61809
19	63897
19	63924
19	66685
19	69874
19	83827
19	85757
19	99412
20	1744
20	4892
20	27916
20	28530
20	30380
20	40213
20	49778
20	52332
20	54867
20	54922
20	71631
20	84203
21	36510
21	36532
21	37677
21	40665
21	42577
21	59762
21	63461
21	68719
21	78198
21	92022
21	94678
21	99930
22	5928
22	10169
22	21370
22	36572
22	38317
22	55675
22	65726
22	77223
22	81818
22	83486
22	96010
22	99590
23	1871
23	3216
23	6247
23	11926
23	14902
23	19526
23	24957
23	29682
23	43623
23	43845
23	51998
23	80986
24	35246
24	41316
24	52796
24	54919
24	66931
24	69547
24	74508
24	75882
24	76518
24	82534
24	92253
24	97065
25	237
25	11251
25	11651
25	36316
25	39318
25	55703
25	59885
25	61619
25	64623
25	72463
25	75936
25	80924
26	5569
26	20135
26	35831
26	41098
26	42072
26	47354
26	55121
26	67001
26	70812
26	92486
26	93539
26	96859
27	3388
27	19291
27	32470
27	32720
27	39133
27	39499
27	44199
27	64552
27	79656
27	81714
27	87093
27	90174
28	19699
28	25668
28	28278
28	30842
28	47441
28	54256
28	59723
28	65178
28	67559
28	75449
28	84407
28	99876
29	5592
29	7268
29	9036
29	20437
29	63752
29	66589
29	67188
29	72889
29	73998
29	76599
29	98456
29	98859
30	13154
30	35261
30	36950
30	42853
30	64052
30	67399
30	71369
30	81241
30	82094
30	89092
30	96893
30	97261
31	286
31	506
31	8152
31	22498
31	39588
31	51814
31	68406
31	74732
31	86306
31	88225
31	94813
31	95873
32	14416
32	16194
32	29067
32	31870
32	37165
32	60247
32	64957
32	69360
32	78805
32	87287
32	89800
32	95614
33	1818
33	5179
33	12881
33	14570
33	22292
33	33696
33	34138
33	52440
33	63866
33	77929
33	96517
33	99882
34	985
34	20152
34	29399
34	37723
34	47351
34	49849
34	55457
34	67069
34	75974
34	81930
34	90897
34	90906
35	3864
35	39642
35	43300
35	45415
35	51590
35	52101
35	54503
35	67617
35	74704
35	75534
35	84669
35	91661
36	840
36	12124
36	28021
36	34427
36	54594
36	55610
36	80981
36	84953
36	93920
36	94241
36	95233
36	96379
37	10835
37	25198
37	40436
37	41819
37	47935
37	53948
37	64306
37	65137
37	70596
37	89665
37	94149
37	97003
38	37870
38	39531
38	45315
38	65465
38	74646
38	78575
38	84142
38	89583
38	90286
38	93915
38	98927
38	99034
39	763
39	12773
39	20189
39	38030
39	43030
39	44041
39	49787
39	52112
39	56736
39	63149
39	72507
39	82652
40	18778
40	29055
40	29169
40	32462
40	32539
40	42520
40	46061
40	48616
40	60845
40	69288
40	73723
40	93138
41	24713
41	31397
41	34152
41	35085
41	35198
41	44278
41	44974
41	58961
41	76488
41	77665
41	92696
41	94803
42	35320
42	38271
42	47237
42	61082
42	69916
42	72423
42	72831
42	75207
42	86653
42	90599
42	92493
42	99679
43	18704
43	26995
43	50798
43	55119
43	57804
43	62556
43	72160
43	76604
43	83553
43	88282
43	92863
43	97444
44	11564
44	24850
44	33297
44	35451
44	47780
44	56148
44	71345
44	72010
44	73612
44	79701
44	86814
44	89890
45	19099
45	23869
45	37852
45	40162
45	41288
45	47309
45	58039
45	59199
45	63812
45	70615
45	89966
45	97549
46	22745
46	26044
46	40680
46	48977
46	49999
46	51703
46	60494
46	87167
46	87867
46	90351
46	90688
46	90815
47	2877
47	12520
47	23887
47	34360
47	34733
47	61320
47	63439
47	64395
47	67812
47	70701
47	90413
47	98446
48	15006
48	18356
48	22159
48	31845
48	61544
48	61548
48	74708
48	88299
48	90993
48	92730
48	95507
48	98157
49	6776
49	16926
49	23759
49	37511
49	58169
49	63906
49	70813
49	79409
49	79632
49	88329
49	88644
49	99187
50	216
50	39981
50	41011
50	42476
50	44858
50	46867
50	50852
50	59144
50	63467
50	66349
50	76009
50	81490
51	18130
51	18800
51	21009
51	25100
51	48392
51	64667
51	67991
51	69092
51	78890
51	80701
51	88043
51	95509
52	8165
52	29463
52	31131
52	31882
52	37262
52	40049
52	44303
52	56976
52	61477
52	78713
52	96394
52	99175
53	5671
53	8032
53	13184
53	13500
53	17527
53	46691
53	46824
53	62560
53	69295
53	81011
53	93343
53	94874
54	8501
54	33384
54	36075
54	69840
54	74070
54	80308
54	82082
54	82260
54	83978
54	85116
54	85824
54	86762
55	33994
55	53695
55	55766
55	70605
55	73744
55	74864
55	86019
55	87255
55	88107
55	89678
55	95931
55	96733
56	11247
56	14632
56	16291
56	19175
56	31589
56	37228
56	55339
56	66881
56	87430
56	87502
56	88231
56	95586
57	18654
57	52029
57	56528
57	68338
57	68461
57	77443
57	81389
57	82093
57	83613
57	93708
57	95746
57	97508
58	4475
58	28149
58	29329
58	41915
58	43956
58	45566
58	63001
58	72153
58	72204
58	89936
58	92978
58	97059
59	6199
59	12990
59	19954
59	20824
59	33105
59	53245
59	53368
59	72463
59	73003
59	73430
59	76316
59	88906
60	4133
60	9770
60	25457
60	31585
60	49823
60	52973
60	59252
60	60357
60	80056
60	89854
60	93124
60	98014
61	1480
61	4572
61	11323
61	15526
61	15683
61	49280
61	57651
61	58282
61	60719
61	68645
61	87740
61	96706
62	11230
62	22441
62	30282
62	39824
62	53549
62	62174
62	67432
62	75031
62	80163
62	82656
62	83478
62	87843
63	16208
63	21904
63	23720
63	25370
63	30741
63	48593
63	58591
63	58957
63	65350
63	74702
63	76673
63	81822
64	23298
64	25356
64	39005
64	41371
64	46881
64	55827
64	67481
64	67857
64	70743
64	73645
64	85747
64	91477
65	17103
65	21754
65	47624
65	59937
65	60919
65	63963
65	67926
65	71244
65	78911
65	80432
65	88163
65	99928
66	21794
66	34636
66	56189
66	59823
66	66797
66	70979
66	74125
66	77349
66	82724
66	86795
66	90549
66	98589
67	5742
67	12917
67	20661
67	23934
67	42210
67	49600
67	54614
67	55932
67	58326
67	81517
67	84606
67	97132
68	2512
68	3475
68	7411
68	11560
68	22388
68	25908
68	35144
68	35323
68	37326
68	43979
68	68784
68	94698
69	16913
69	25676
69	39788
69	43161
69	61630
69	75902
69	76541
69	81933
69	82461
69	83515
69	88234
69	99853
70	4387
70	24533
70	31151
70	39124
70	62317
70	63831
70	76740
70	86842
70	91526
70	92850
70	94725
70	99617
71	912
71	4197
71	11952
71	26633
71	27924
71	46221
71	60195
71	62905
71	67174
71	70100
71	81580
71	86632
72	1827
72	2385
72	30839
72	34001
72	50344
72	55545
72	69159
72	75058
72	81223
72	87570
72	96650
72	97121
73	8320
73	14664
73	30192
73	31559
73	36321
73	37004
73	40809
73	57345
73	67511
73	68569
73	72969
73	85716
74	1717
74	3216
74	9367
74	12672
74	21807
74	24593
74	62003
74	67007
74	79007
74	92711
74	95903
74	97896
75	3726
75	10882
75	22953
75	24303
75	29791
75	36003
75	36929
75	42990
75	47503
75	65429
75	66193
75	67873
76	21860
76	36933
76	48487
76	51044
76	55793
76	56229
76	66466
76	76995
76	79337
76	86621
76	94999
76	98780
77	736
77	23506
77	25672
77	31505
77	35497
77	36164
77	40998
77	44044
77	56879
77	57293
77	73896
77	92527
78	6590
78	22344
78	27092
78	30035
78	43070
78	66586
78	67755
78	70320
78	82541
78	87333
78	88343
78	95414
79	3521
79	5637
79	34863
79	38902
79	50422
79	59970
79	83967
79	85687
79	85765
79	87465
79	90248
79	97209
80	16004
80	18953
80	25064
80	26936
80	38191
80	43281
80	44140
80	52133
80	57836
80	63306
80	64802
80	86744
81	20331
81	23659
81	31866
81	41733
81	54417
81	58283
81	62120
81	65756
81	69959
81	79504
81	84900
81	99352
82	265
82	4999
82	15852
