1	2
2	3
3	3
4	3
5	2
6	3
7	2
8	2
9	3
10	3
11	3
12	3
13	3
14	3
15	3
16	3
17	3
18	3
19	2
20	3
21	3
22	3
23	3
24	3
25	3
26	3
27	3
28	3
29	2
30	3
31	1
32	1
33	3
34	3
35	3
36	3
37	3
38	3
39	3
40	3
41	3
42	3
43	3
44	3
45	3
46	3
47	2
48	3
49	2
50	3
51	3
52	2
53	3
54	3
55	3
56	3
57	3
58	3
59	3
60	1
61	1
62	1
63	1
64	1
65	1
66	1
67	1
68	1
69	1
70	2
71	1
72	1
73	1
74	1
75	1
76	1
77	2
78	3
79	1
80	1
81	1
82	1
83	1
84	1
85	1
86	1
87	1
88	1
89	1
90	1
91	1
92	1
93	1
94	1
95	1
96	1
97	1
98	1
99	1
100	1
101	1
102	1
103	1
104	2
105	2
