1	11
2	6
3	2
4	12
5	11
6	12
7	2
8	1
9	1
10	11
11	12
12	7
13	3
14	2
15	3
16	2
17	11
18	9
19	3
20	4
21	9
22	1
23	1
24	11
25	7
26	6
27	3
28	9
29	10
30	4
31	4
32	3
33	2
34	6
35	3
36	4
37	5
38	6
39	3
40	2
41	12
42	11
43	5
44	3
45	8
46	6
47	10
48	2
49	8
50	10
51	7
52	1
53	12
54	10
55	3
56	4
57	9
58	8
59	10
60	7
61	2
62	3
63	9
64	7
65	2
66	9
67	8
68	10
69	1
70	7
71	9
72	3
73	12
74	10
75	12
76	8
77	9
78	1
79	1
80	4
81	5
82	12
83	5
84	10
85	12
86	3
87	8
88	9
89	10
90	6
91	5
92	8
93	8
94	11
95	4
96	9
97	9
98	7
99	12
100	3
101	2
102	4
103	12
104	6
105	11
106	6
107	2
108	12
109	1
110	6
111	8
112	1
113	8
114	9
115	10
