1	5
2	5
3	7
4	5
5	3
6	7
7	7
8	6
9	7
10	5
11	7
12	6
13	6
14	7
15	6
16	8
17	4
18	7
19	8
20	7
21	8
22	5
23	4
24	4
25	8
26	3
27	6
28	6
29	5
30	5
31	4
32	3
33	8
34	6
35	5
36	3
37	4
38	7
39	5
40	5
41	5
42	4
43	4
44	4
45	8
46	6
47	7
48	3
49	5
50	8
51	6
52	4
53	6
54	1
55	6
56	6
57	3
58	4
59	5
60	4
61	3
62	3
63	4
64	3
65	7
66	5
67	3
68	5
69	3
70	5
71	3
72	3
73	7
74	3
75	5
76	4
77	7
78	8
79	4
80	6
81	5
82	4
83	5
84	4
85	8
86	5
87	6
88	6
89	3
90	7
91	5
92	6
93	7
94	7
95	8
96	5
97	4
98	6
99	5
100	5
101	6
102	7
103	4
104	3
105	6
106	5
107	8
108	6
109	7
110	6
111	7
112	5
113	6
114	5
115	4
116	5
117	8
118	4
119	4
120	3
121	7
122	7
123	5
124	4
125	4
126	5
127	5
128	4
129	3
130	6
131	6
132	6
133	6
134	6
135	5
136	3
137	4
138	8
139	8
140	3
141	4
142	5
143	3
144	8
145	5
146	7
147	4
148	8
149	8
150	3
151	6
152	7
153	4
154	5
155	5
156	4
157	4
158	6
159	4
160	3
161	5
162	3
163	8
164	4
165	3
166	3
167	8
168	8
169	7
170	5
171	3
172	4
173	5
174	7
175	6
176	4
177	6
178	4
179	3
180	4
181	6
182	7
183	4
184	6
185	4
186	4
187	8
188	5
189	6
190	4
191	7
192	4
193	2
194	6
195	4
196	3
197	6
198	4
199	7
200	6
201	8
202	6
203	8
204	5
205	7
206	7
207	4
208	4
209	6
210	6
211	3
212	6
213	4
214	8
215	8
216	3
217	7
218	4
219	8
220	4
221	7
222	5
223	3
224	5
225	5
226	8
227	8
228	8
229	6
230	5
231	6
232	7
233	4
234	8
235	4
236	6
237	3
238	7
239	1
240	4
241	6
242	8
243	1
244	6
245	6
246	8
247	8
248	5
